avg_reward -0.28637310986824305 loss 0
avg_reward -0.2581002553787501 loss 0
avg_reward 0.12595524993576482 loss 0
avg_reward 0.17129045290505152 loss 0
avg_reward 0.1485604555655178 loss 0
avg_reward 0.37412768170716865 loss 0
avg_reward 0.05907896311539046 loss 0
avg_reward 0.05672516397892893 loss 0
avg_reward 0.09218782353439327 loss 0
avg_reward 0.13701612037929548 loss 0
avg_reward 0.05261313314713581 loss tensor(0.0717, grad_fn=<MeanBackward0>)
avg_reward -0.23982692155164234 loss tensor(0.0836, grad_fn=<MeanBackward0>)
avg_reward -0.25441805096935477 loss tensor(0.0896, grad_fn=<MeanBackward0>)
avg_reward 0.04343333095312432 loss tensor(0.0772, grad_fn=<MeanBackward0>)
avg_reward 0.05986675702545782 loss tensor(0.0846, grad_fn=<MeanBackward0>)
avg_reward 0.30369652882352655 loss tensor(0.0841, grad_fn=<MeanBackward0>)
avg_reward 0.14087569162668878 loss tensor(0.0543, grad_fn=<MeanBackward0>)
avg_reward 0.02684354295822652 loss tensor(0.0867, grad_fn=<MeanBackward0>)
avg_reward 0.012701724942299708 loss tensor(0.0688, grad_fn=<MeanBackward0>)
avg_reward -0.0016151166741774903 loss tensor(0.0873, grad_fn=<MeanBackward0>)
avg_reward 0.35111639381080534 loss tensor(0.0804, grad_fn=<MeanBackward0>)
avg_reward -0.016604752936964354 loss tensor(0.0709, grad_fn=<MeanBackward0>)
avg_reward 0.21733630308286933 loss tensor(0.0964, grad_fn=<MeanBackward0>)
avg_reward 0.37974671543386973 loss tensor(0.0815, grad_fn=<MeanBackward0>)
avg_reward 0.11263188942691744 loss tensor(0.0862, grad_fn=<MeanBackward0>)
avg_reward 0.045576087234927884 loss tensor(0.0822, grad_fn=<MeanBackward0>)
avg_reward -0.1615869470806935 loss tensor(0.0831, grad_fn=<MeanBackward0>)
avg_reward 0.2241775512009886 loss tensor(0.0881, grad_fn=<MeanBackward0>)
avg_reward 0.07191354924521667 loss tensor(0.0714, grad_fn=<MeanBackward0>)
avg_reward 0.30683392069586296 loss tensor(0.0664, grad_fn=<MeanBackward0>)
avg_reward -0.16496464077545944 loss tensor(0.1078, grad_fn=<MeanBackward0>)
avg_reward 0.42665562649418015 loss tensor(0.0780, grad_fn=<MeanBackward0>)
avg_reward 0.12512742960120357 loss tensor(0.0821, grad_fn=<MeanBackward0>)
avg_reward 0.27651702896526764 loss tensor(0.0818, grad_fn=<MeanBackward0>)
avg_reward 0.04059815215478684 loss tensor(0.0729, grad_fn=<MeanBackward0>)
avg_reward -0.04592369657999004 loss tensor(0.0735, grad_fn=<MeanBackward0>)
avg_reward -0.08491153115993702 loss tensor(0.0768, grad_fn=<MeanBackward0>)
avg_reward -0.1317736578117291 loss tensor(0.0741, grad_fn=<MeanBackward0>)
avg_reward 0.1107071027855367 loss tensor(0.0986, grad_fn=<MeanBackward0>)
avg_reward -0.057403077968607136 loss tensor(0.0744, grad_fn=<MeanBackward0>)
avg_reward 0.1556890341924456 loss tensor(0.0695, grad_fn=<MeanBackward0>)
avg_reward -0.21031461840053922 loss tensor(0.0981, grad_fn=<MeanBackward0>)
avg_reward -0.03875988360045063 loss tensor(0.0742, grad_fn=<MeanBackward0>)
avg_reward -0.07068174988688022 loss tensor(0.0857, grad_fn=<MeanBackward0>)
avg_reward -0.019560807688614165 loss tensor(0.0763, grad_fn=<MeanBackward0>)
avg_reward 0.14727450963349764 loss tensor(0.0740, grad_fn=<MeanBackward0>)
avg_reward -0.07044975020513626 loss tensor(0.0681, grad_fn=<MeanBackward0>)
avg_reward 0.11664990239517298 loss tensor(0.0770, grad_fn=<MeanBackward0>)
avg_reward -0.12771667772051523 loss tensor(0.0852, grad_fn=<MeanBackward0>)
avg_reward 0.14832574944549237 loss tensor(0.0676, grad_fn=<MeanBackward0>)
avg_reward -0.06245802961563801 loss tensor(0.0647, grad_fn=<MeanBackward0>)
avg_reward 0.06645307567282893 loss tensor(0.0902, grad_fn=<MeanBackward0>)
avg_reward 0.05555837301423004 loss tensor(0.0637, grad_fn=<MeanBackward0>)
avg_reward -0.03506325637376324 loss tensor(0.0751, grad_fn=<MeanBackward0>)
avg_reward 0.1538878594930756 loss tensor(0.0982, grad_fn=<MeanBackward0>)
avg_reward -0.10407280236583849 loss tensor(0.0927, grad_fn=<MeanBackward0>)
avg_reward 0.1309981140255861 loss tensor(0.0666, grad_fn=<MeanBackward0>)
avg_reward -0.05767315547156759 loss tensor(0.1002, grad_fn=<MeanBackward0>)
avg_reward -0.09129775374613416 loss tensor(0.0612, grad_fn=<MeanBackward0>)
avg_reward -0.0975955912886931 loss tensor(0.1198, grad_fn=<MeanBackward0>)
avg_reward 0.21753879222405914 loss tensor(0.0980, grad_fn=<MeanBackward0>)
avg_reward 0.07127706537844883 loss tensor(0.0721, grad_fn=<MeanBackward0>)
avg_reward -0.32841746519118087 loss tensor(0.0621, grad_fn=<MeanBackward0>)
avg_reward 0.22310995415523469 loss tensor(0.0910, grad_fn=<MeanBackward0>)
avg_reward 0.09476381021420399 loss tensor(0.0613, grad_fn=<MeanBackward0>)
avg_reward -0.023400467640171167 loss tensor(0.0958, grad_fn=<MeanBackward0>)
avg_reward -0.10901159014183395 loss tensor(0.0738, grad_fn=<MeanBackward0>)
avg_reward 0.0888805883924427 loss tensor(0.1027, grad_fn=<MeanBackward0>)
avg_reward 0.04113207285958664 loss tensor(0.0628, grad_fn=<MeanBackward0>)
avg_reward -0.18605505175426118 loss tensor(0.0824, grad_fn=<MeanBackward0>)
avg_reward 0.11661095387949992 loss tensor(0.0969, grad_fn=<MeanBackward0>)
avg_reward -0.10092495772663287 loss tensor(0.0834, grad_fn=<MeanBackward0>)
avg_reward 0.03892432920987357 loss tensor(0.0721, grad_fn=<MeanBackward0>)
avg_reward -0.02704191672246812 loss tensor(0.0629, grad_fn=<MeanBackward0>)
avg_reward 0.09677742439712858 loss tensor(0.0954, grad_fn=<MeanBackward0>)
avg_reward 0.04823262338432146 loss tensor(0.0692, grad_fn=<MeanBackward0>)
avg_reward -0.09108029407305386 loss tensor(0.0800, grad_fn=<MeanBackward0>)
avg_reward 0.09615438023171778 loss tensor(0.0781, grad_fn=<MeanBackward0>)
avg_reward 0.2916014258473431 loss tensor(0.0763, grad_fn=<MeanBackward0>)
avg_reward 0.016131877021919566 loss tensor(0.0971, grad_fn=<MeanBackward0>)
avg_reward 0.02651631164093281 loss tensor(0.0896, grad_fn=<MeanBackward0>)
avg_reward 0.21594545567110893 loss tensor(0.0812, grad_fn=<MeanBackward0>)
avg_reward -0.06279756408539279 loss tensor(0.0625, grad_fn=<MeanBackward0>)
avg_reward 0.11607948807279608 loss tensor(0.0624, grad_fn=<MeanBackward0>)
avg_reward -0.04935611116502681 loss tensor(0.0747, grad_fn=<MeanBackward0>)
avg_reward 0.21964135312402694 loss tensor(0.0814, grad_fn=<MeanBackward0>)
avg_reward -0.018047274732362013 loss tensor(0.0860, grad_fn=<MeanBackward0>)
avg_reward 0.030614256423579667 loss tensor(0.0839, grad_fn=<MeanBackward0>)
avg_reward 0.04239898804614746 loss tensor(0.0725, grad_fn=<MeanBackward0>)
avg_reward -0.01769920222694085 loss tensor(0.0619, grad_fn=<MeanBackward0>)
avg_reward -0.03342980604011066 loss tensor(0.0756, grad_fn=<MeanBackward0>)
avg_reward 0.0045044734326732 loss tensor(0.0537, grad_fn=<MeanBackward0>)
avg_reward 0.06698572546357395 loss tensor(0.0729, grad_fn=<MeanBackward0>)
avg_reward -0.1545742961350151 loss tensor(0.0726, grad_fn=<MeanBackward0>)
avg_reward 0.18290513979693443 loss tensor(0.0615, grad_fn=<MeanBackward0>)
avg_reward -0.001415858179273144 loss tensor(0.0773, grad_fn=<MeanBackward0>)
avg_reward -0.08267720232402194 loss tensor(0.0682, grad_fn=<MeanBackward0>)
avg_reward 0.07962199606023432 loss tensor(0.0836, grad_fn=<MeanBackward0>)
avg_reward 0.13351777280114324 loss tensor(0.0934, grad_fn=<MeanBackward0>)
avg_reward 0.18539139264592244 loss tensor(0.1012, grad_fn=<MeanBackward0>)
avg_reward 0.021360355082518007 loss tensor(0.0702, grad_fn=<MeanBackward0>)
avg_reward -0.03312892074150648 loss tensor(0.0624, grad_fn=<MeanBackward0>)
avg_reward -0.19545907631235285 loss tensor(0.0645, grad_fn=<MeanBackward0>)
avg_reward -0.06977200401883898 loss tensor(0.0958, grad_fn=<MeanBackward0>)
avg_reward 0.12772477956965425 loss tensor(0.0698, grad_fn=<MeanBackward0>)
avg_reward 0.1043176569407453 loss tensor(0.0563, grad_fn=<MeanBackward0>)
avg_reward -0.02622697391442844 loss tensor(0.0851, grad_fn=<MeanBackward0>)
avg_reward -0.11236106297423287 loss tensor(0.0666, grad_fn=<MeanBackward0>)
avg_reward -0.0376015268927472 loss tensor(0.0910, grad_fn=<MeanBackward0>)
avg_reward -0.193151268164155 loss tensor(0.0715, grad_fn=<MeanBackward0>)
avg_reward -0.1375296905446871 loss tensor(0.0652, grad_fn=<MeanBackward0>)
avg_reward 0.05433309872611053 loss tensor(0.0848, grad_fn=<MeanBackward0>)
avg_reward 0.2411426984469004 loss tensor(0.0810, grad_fn=<MeanBackward0>)
avg_reward 0.13540038765603846 loss tensor(0.0662, grad_fn=<MeanBackward0>)
avg_reward 0.021528801231742233 loss tensor(0.0801, grad_fn=<MeanBackward0>)
avg_reward 0.14397359227240838 loss tensor(0.1036, grad_fn=<MeanBackward0>)
avg_reward -0.08856947403880296 loss tensor(0.0728, grad_fn=<MeanBackward0>)
avg_reward 0.14927102029766165 loss tensor(0.0747, grad_fn=<MeanBackward0>)
avg_reward -0.29734833772612107 loss tensor(0.0805, grad_fn=<MeanBackward0>)
avg_reward -0.07433058733587078 loss tensor(0.0770, grad_fn=<MeanBackward0>)
avg_reward 0.15609443369391818 loss tensor(0.0788, grad_fn=<MeanBackward0>)
avg_reward 0.14970037749732898 loss tensor(0.0761, grad_fn=<MeanBackward0>)
avg_reward -0.173029449357699 loss tensor(0.0678, grad_fn=<MeanBackward0>)
avg_reward -0.2721606716093681 loss tensor(0.0786, grad_fn=<MeanBackward0>)
avg_reward 0.04761865651188315 loss tensor(0.0958, grad_fn=<MeanBackward0>)
avg_reward -0.04042513696744304 loss tensor(0.0988, grad_fn=<MeanBackward0>)
avg_reward -0.24454745230922456 loss tensor(0.0810, grad_fn=<MeanBackward0>)
avg_reward 0.0008849289068198474 loss tensor(0.0909, grad_fn=<MeanBackward0>)
avg_reward -0.11265229833712204 loss tensor(0.0802, grad_fn=<MeanBackward0>)
avg_reward 0.05786434383939811 loss tensor(0.0547, grad_fn=<MeanBackward0>)
avg_reward 0.2122759071670909 loss tensor(0.0667, grad_fn=<MeanBackward0>)
avg_reward 0.26905950304318205 loss tensor(0.0827, grad_fn=<MeanBackward0>)
avg_reward 0.20106406088381362 loss tensor(0.0746, grad_fn=<MeanBackward0>)
avg_reward -0.17365036021315194 loss tensor(0.0794, grad_fn=<MeanBackward0>)
avg_reward 0.14925231850694373 loss tensor(0.0855, grad_fn=<MeanBackward0>)
avg_reward 0.03964537283726709 loss tensor(0.0602, grad_fn=<MeanBackward0>)
avg_reward 0.13661292908883704 loss tensor(0.0718, grad_fn=<MeanBackward0>)
avg_reward 0.11654732459936211 loss tensor(0.0713, grad_fn=<MeanBackward0>)
avg_reward 0.09064617849617093 loss tensor(0.0751, grad_fn=<MeanBackward0>)
avg_reward 0.030465044829035275 loss tensor(0.0779, grad_fn=<MeanBackward0>)
avg_reward -0.09914158231621549 loss tensor(0.0859, grad_fn=<MeanBackward0>)
avg_reward -0.0018080138740544328 loss tensor(0.0833, grad_fn=<MeanBackward0>)
avg_reward -0.2490336594031992 loss tensor(0.0707, grad_fn=<MeanBackward0>)
avg_reward 0.07748567345793286 loss tensor(0.0479, grad_fn=<MeanBackward0>)
avg_reward 0.07091770200716171 loss tensor(0.0843, grad_fn=<MeanBackward0>)
avg_reward -0.15337549839002004 loss tensor(0.0566, grad_fn=<MeanBackward0>)
avg_reward -0.29096323993102585 loss tensor(0.0978, grad_fn=<MeanBackward0>)
avg_reward 0.013325624968855072 loss tensor(0.0944, grad_fn=<MeanBackward0>)
avg_reward 0.08253617598391745 loss tensor(0.0824, grad_fn=<MeanBackward0>)
avg_reward 0.19024686485658585 loss tensor(0.0595, grad_fn=<MeanBackward0>)
avg_reward 0.0011272009402266336 loss tensor(0.0708, grad_fn=<MeanBackward0>)
avg_reward 0.20368385387505566 loss tensor(0.0697, grad_fn=<MeanBackward0>)
avg_reward 0.06792788341274159 loss tensor(0.0732, grad_fn=<MeanBackward0>)
avg_reward 0.040125681611875345 loss tensor(0.0771, grad_fn=<MeanBackward0>)
avg_reward 0.06797769544194165 loss tensor(0.0773, grad_fn=<MeanBackward0>)
avg_reward 0.09039668650078314 loss tensor(0.0667, grad_fn=<MeanBackward0>)
avg_reward 0.102018505713877 loss tensor(0.0847, grad_fn=<MeanBackward0>)
avg_reward -0.13034060382171403 loss tensor(0.0847, grad_fn=<MeanBackward0>)
avg_reward 0.05513270443175448 loss tensor(0.0500, grad_fn=<MeanBackward0>)
avg_reward -0.1432509948457751 loss tensor(0.0736, grad_fn=<MeanBackward0>)
avg_reward -0.04574259556720567 loss tensor(0.0740, grad_fn=<MeanBackward0>)
avg_reward 0.07781827394740107 loss tensor(0.0757, grad_fn=<MeanBackward0>)
avg_reward -0.17079984282021965 loss tensor(0.0695, grad_fn=<MeanBackward0>)
avg_reward 0.3966312482147428 loss tensor(0.0731, grad_fn=<MeanBackward0>)
avg_reward -0.2068518391145755 loss tensor(0.0850, grad_fn=<MeanBackward0>)
avg_reward 0.00571152168228367 loss tensor(0.0610, grad_fn=<MeanBackward0>)
avg_reward -0.046048647252355676 loss tensor(0.0681, grad_fn=<MeanBackward0>)
avg_reward 0.11315660163581592 loss tensor(0.0757, grad_fn=<MeanBackward0>)
avg_reward -0.019463691931741783 loss tensor(0.0609, grad_fn=<MeanBackward0>)
avg_reward -0.12512707368163153 loss tensor(0.0792, grad_fn=<MeanBackward0>)
avg_reward -0.07846600372650057 loss tensor(0.0841, grad_fn=<MeanBackward0>)
avg_reward 0.006741914341133124 loss tensor(0.0819, grad_fn=<MeanBackward0>)
avg_reward 0.07722418019739392 loss tensor(0.0651, grad_fn=<MeanBackward0>)
avg_reward -0.038894740227860186 loss tensor(0.0576, grad_fn=<MeanBackward0>)
avg_reward 0.239335572588091 loss tensor(0.1018, grad_fn=<MeanBackward0>)
avg_reward -0.17718710846611319 loss tensor(0.0981, grad_fn=<MeanBackward0>)
avg_reward 0.15607192495995034 loss tensor(0.0752, grad_fn=<MeanBackward0>)
avg_reward -0.1333682337870428 loss tensor(0.1234, grad_fn=<MeanBackward0>)
avg_reward -0.23468827478952872 loss tensor(0.0548, grad_fn=<MeanBackward0>)
avg_reward -0.07444435594961248 loss tensor(0.0834, grad_fn=<MeanBackward0>)
avg_reward -0.05822219036374686 loss tensor(0.0519, grad_fn=<MeanBackward0>)
avg_reward 0.13135123872830198 loss tensor(0.0778, grad_fn=<MeanBackward0>)
avg_reward -0.0001323636658508931 loss tensor(0.0815, grad_fn=<MeanBackward0>)
avg_reward 0.1341320459220857 loss tensor(0.0819, grad_fn=<MeanBackward0>)
avg_reward -0.11186963053595883 loss tensor(0.0816, grad_fn=<MeanBackward0>)
avg_reward 0.18525247606789536 loss tensor(0.0699, grad_fn=<MeanBackward0>)
avg_reward 0.06160588413085421 loss tensor(0.0641, grad_fn=<MeanBackward0>)
avg_reward 0.21395188822134883 loss tensor(0.1053, grad_fn=<MeanBackward0>)
avg_reward 0.06534520013081936 loss tensor(0.0886, grad_fn=<MeanBackward0>)
avg_reward -0.22565596293502488 loss tensor(0.0715, grad_fn=<MeanBackward0>)
avg_reward 0.11131247862743057 loss tensor(0.0853, grad_fn=<MeanBackward0>)
avg_reward 0.06902911377807022 loss tensor(0.0734, grad_fn=<MeanBackward0>)
avg_reward -0.015435272238014844 loss tensor(0.0898, grad_fn=<MeanBackward0>)
avg_reward 0.07334928516414682 loss tensor(0.0742, grad_fn=<MeanBackward0>)
avg_reward 0.017463003911552994 loss tensor(0.0717, grad_fn=<MeanBackward0>)
avg_reward 0.09117010437404843 loss tensor(0.0949, grad_fn=<MeanBackward0>)
avg_reward 0.10797871767758545 loss tensor(0.0835, grad_fn=<MeanBackward0>)
avg_reward -0.002124267641659745 loss tensor(0.0736, grad_fn=<MeanBackward0>)
avg_reward 0.24724581854220198 loss tensor(0.0787, grad_fn=<MeanBackward0>)
avg_reward 0.1117097731677317 loss tensor(0.0885, grad_fn=<MeanBackward0>)
avg_reward 0.10469508080647666 loss tensor(0.0690, grad_fn=<MeanBackward0>)
avg_reward 0.2122353443274733 loss tensor(0.0893, grad_fn=<MeanBackward0>)
avg_reward -0.03236706146936423 loss tensor(0.0645, grad_fn=<MeanBackward0>)
avg_reward 0.22873343008460534 loss tensor(0.0692, grad_fn=<MeanBackward0>)
avg_reward 0.11693354878776806 loss tensor(0.1307, grad_fn=<MeanBackward0>)
avg_reward -0.094340459262574 loss tensor(0.0826, grad_fn=<MeanBackward0>)
avg_reward -0.15965086152307165 loss tensor(0.0975, grad_fn=<MeanBackward0>)
avg_reward 0.3185436493015732 loss tensor(0.0735, grad_fn=<MeanBackward0>)
avg_reward -0.0014820775520395068 loss tensor(0.0719, grad_fn=<MeanBackward0>)
avg_reward -0.10836939318212943 loss tensor(0.0613, grad_fn=<MeanBackward0>)
avg_reward 0.040957374686454065 loss tensor(0.0693, grad_fn=<MeanBackward0>)
avg_reward -0.0335110861421422 loss tensor(0.0875, grad_fn=<MeanBackward0>)
avg_reward -0.1273926065651846 loss tensor(0.0865, grad_fn=<MeanBackward0>)
avg_reward -0.006972619022076825 loss tensor(0.0619, grad_fn=<MeanBackward0>)
avg_reward -0.038031368073383344 loss tensor(0.0650, grad_fn=<MeanBackward0>)
avg_reward -0.20234716519756776 loss tensor(0.0750, grad_fn=<MeanBackward0>)
avg_reward 0.13233687909992248 loss tensor(0.0803, grad_fn=<MeanBackward0>)
avg_reward 0.10088604392283022 loss tensor(0.0878, grad_fn=<MeanBackward0>)
avg_reward -0.20439929935829976 loss tensor(0.1105, grad_fn=<MeanBackward0>)
avg_reward -0.09078496586500863 loss tensor(0.0849, grad_fn=<MeanBackward0>)
avg_reward 0.252025652094229 loss tensor(0.0853, grad_fn=<MeanBackward0>)
avg_reward -0.048589844408046284 loss tensor(0.0811, grad_fn=<MeanBackward0>)
avg_reward 0.1895838354206316 loss tensor(0.0845, grad_fn=<MeanBackward0>)
avg_reward 0.1039125638209462 loss tensor(0.0697, grad_fn=<MeanBackward0>)
avg_reward -0.005800198385426245 loss tensor(0.0762, grad_fn=<MeanBackward0>)
avg_reward 0.18943175886486638 loss tensor(0.0996, grad_fn=<MeanBackward0>)
avg_reward 0.11486667181660387 loss tensor(0.0561, grad_fn=<MeanBackward0>)
avg_reward -0.0026962480517681007 loss tensor(0.0661, grad_fn=<MeanBackward0>)
avg_reward -0.23584012388589493 loss tensor(0.0795, grad_fn=<MeanBackward0>)
avg_reward 0.08428712415459243 loss tensor(0.0796, grad_fn=<MeanBackward0>)
avg_reward -0.03461592999814842 loss tensor(0.0924, grad_fn=<MeanBackward0>)
avg_reward 0.2619608061568495 loss tensor(0.0689, grad_fn=<MeanBackward0>)
avg_reward -0.07682906818498489 loss tensor(0.1156, grad_fn=<MeanBackward0>)
avg_reward -0.06983625378725841 loss tensor(0.0820, grad_fn=<MeanBackward0>)
avg_reward 0.03995352830196494 loss tensor(0.0755, grad_fn=<MeanBackward0>)
avg_reward -0.00041764511530278936 loss tensor(0.0867, grad_fn=<MeanBackward0>)
avg_reward 0.13990033071291738 loss tensor(0.0943, grad_fn=<MeanBackward0>)
avg_reward -0.11918407079022077 loss tensor(0.0891, grad_fn=<MeanBackward0>)
avg_reward 0.07547181329535121 loss tensor(0.0731, grad_fn=<MeanBackward0>)
avg_reward -0.09370108599511479 loss tensor(0.0826, grad_fn=<MeanBackward0>)
avg_reward 0.06169166035277067 loss tensor(0.0790, grad_fn=<MeanBackward0>)
avg_reward 0.055796892368736604 loss tensor(0.1099, grad_fn=<MeanBackward0>)
avg_reward 0.1381160390597877 loss tensor(0.0706, grad_fn=<MeanBackward0>)
avg_reward -0.10522463826699263 loss tensor(0.0993, grad_fn=<MeanBackward0>)
avg_reward 0.17750171370505757 loss tensor(0.0853, grad_fn=<MeanBackward0>)
avg_reward 0.3077445809933172 loss tensor(0.1178, grad_fn=<MeanBackward0>)
avg_reward -0.19966144344459952 loss tensor(0.0658, grad_fn=<MeanBackward0>)
avg_reward -0.175264058653351 loss tensor(0.0794, grad_fn=<MeanBackward0>)
avg_reward -0.1102799519950863 loss tensor(0.0713, grad_fn=<MeanBackward0>)
avg_reward 0.06736056323494968 loss tensor(0.0760, grad_fn=<MeanBackward0>)
avg_reward 0.09219137086401594 loss tensor(0.0595, grad_fn=<MeanBackward0>)
avg_reward -0.25403832940670046 loss tensor(0.0978, grad_fn=<MeanBackward0>)
avg_reward -0.029892010904652058 loss tensor(0.1006, grad_fn=<MeanBackward0>)
avg_reward 0.10226015902225631 loss tensor(0.0831, grad_fn=<MeanBackward0>)
avg_reward 0.09901910284714716 loss tensor(0.0817, grad_fn=<MeanBackward0>)
avg_reward -0.21772560817149803 loss tensor(0.1013, grad_fn=<MeanBackward0>)
avg_reward -0.01980483130458004 loss tensor(0.0650, grad_fn=<MeanBackward0>)
avg_reward 0.022604237248306812 loss tensor(0.0831, grad_fn=<MeanBackward0>)
avg_reward 0.04344358238218035 loss tensor(0.0824, grad_fn=<MeanBackward0>)
avg_reward -0.14599275657535124 loss tensor(0.0815, grad_fn=<MeanBackward0>)
avg_reward -0.42016746781743863 loss tensor(0.0797, grad_fn=<MeanBackward0>)
avg_reward 0.12983520090623663 loss tensor(0.0577, grad_fn=<MeanBackward0>)
avg_reward 0.11517033767307268 loss tensor(0.0763, grad_fn=<MeanBackward0>)
avg_reward -0.015973148950446422 loss tensor(0.0959, grad_fn=<MeanBackward0>)
avg_reward 0.21377075575934004 loss tensor(0.0596, grad_fn=<MeanBackward0>)
avg_reward -0.05743402418475257 loss tensor(0.0598, grad_fn=<MeanBackward0>)
avg_reward 0.10657352911611769 loss tensor(0.0833, grad_fn=<MeanBackward0>)
avg_reward 0.04288741778881921 loss tensor(0.0822, grad_fn=<MeanBackward0>)
avg_reward -0.07023042791300187 loss tensor(0.0906, grad_fn=<MeanBackward0>)
avg_reward -0.1458022918396441 loss tensor(0.0753, grad_fn=<MeanBackward0>)
avg_reward 0.25172612304161657 loss tensor(0.0775, grad_fn=<MeanBackward0>)
avg_reward 0.034352930774002144 loss tensor(0.0618, grad_fn=<MeanBackward0>)
avg_reward 0.24368056617625722 loss tensor(0.0868, grad_fn=<MeanBackward0>)
avg_reward -0.2392448458559555 loss tensor(0.0923, grad_fn=<MeanBackward0>)
avg_reward -0.29059956714595253 loss tensor(0.0588, grad_fn=<MeanBackward0>)
avg_reward 0.030170475089311064 loss tensor(0.0717, grad_fn=<MeanBackward0>)
avg_reward -0.19162225073535738 loss tensor(0.0894, grad_fn=<MeanBackward0>)
avg_reward 0.027667052678706706 loss tensor(0.0626, grad_fn=<MeanBackward0>)
avg_reward -0.3426268732241926 loss tensor(0.0773, grad_fn=<MeanBackward0>)
avg_reward 0.06871910216259929 loss tensor(0.0825, grad_fn=<MeanBackward0>)
avg_reward 0.22186109514806482 loss tensor(0.0883, grad_fn=<MeanBackward0>)
avg_reward -0.01486502475557068 loss tensor(0.0693, grad_fn=<MeanBackward0>)
avg_reward -0.20945331174892595 loss tensor(0.0601, grad_fn=<MeanBackward0>)
avg_reward -0.011482181316699105 loss tensor(0.0706, grad_fn=<MeanBackward0>)
avg_reward 0.16337366913056134 loss tensor(0.1035, grad_fn=<MeanBackward0>)
avg_reward 0.010771735852827922 loss tensor(0.1012, grad_fn=<MeanBackward0>)
avg_reward 0.10705857188274763 loss tensor(0.0815, grad_fn=<MeanBackward0>)
avg_reward -0.39332595898906286 loss tensor(0.1023, grad_fn=<MeanBackward0>)
avg_reward 0.028266718704158943 loss tensor(0.0601, grad_fn=<MeanBackward0>)
avg_reward 0.3590233389512882 loss tensor(0.0707, grad_fn=<MeanBackward0>)
avg_reward 0.2745160083931702 loss tensor(0.0634, grad_fn=<MeanBackward0>)
avg_reward -0.13409441753846088 loss tensor(0.1056, grad_fn=<MeanBackward0>)
avg_reward 0.023155322372395277 loss tensor(0.0787, grad_fn=<MeanBackward0>)
avg_reward -0.2784448986107601 loss tensor(0.0704, grad_fn=<MeanBackward0>)
avg_reward 0.21539096773258945 loss tensor(0.0690, grad_fn=<MeanBackward0>)
avg_reward 0.1114711221095174 loss tensor(0.0820, grad_fn=<MeanBackward0>)
avg_reward -0.18821869728531523 loss tensor(0.0557, grad_fn=<MeanBackward0>)
avg_reward 0.03815567251708313 loss tensor(0.0920, grad_fn=<MeanBackward0>)
avg_reward 0.1400516950605418 loss tensor(0.0523, grad_fn=<MeanBackward0>)
avg_reward 0.009860872315418602 loss tensor(0.0761, grad_fn=<MeanBackward0>)
avg_reward -0.05224682929929015 loss tensor(0.0876, grad_fn=<MeanBackward0>)
avg_reward 0.09084168612690491 loss tensor(0.0760, grad_fn=<MeanBackward0>)
avg_reward 0.13178062742100544 loss tensor(0.0800, grad_fn=<MeanBackward0>)
avg_reward 0.19153593820759948 loss tensor(0.0925, grad_fn=<MeanBackward0>)
avg_reward -0.004398153301684904 loss tensor(0.0927, grad_fn=<MeanBackward0>)
avg_reward -0.08933088441664382 loss tensor(0.0760, grad_fn=<MeanBackward0>)
avg_reward -0.07702546871683928 loss tensor(0.0729, grad_fn=<MeanBackward0>)
avg_reward 0.09199237349704907 loss tensor(0.1023, grad_fn=<MeanBackward0>)
avg_reward 0.10683258286796127 loss tensor(0.0929, grad_fn=<MeanBackward0>)
avg_reward -0.1587825406825013 loss tensor(0.0835, grad_fn=<MeanBackward0>)
avg_reward -0.0040184883183367855 loss tensor(0.0599, grad_fn=<MeanBackward0>)
avg_reward 0.018602673178024158 loss tensor(0.0640, grad_fn=<MeanBackward0>)
avg_reward 0.1436496215869953 loss tensor(0.0785, grad_fn=<MeanBackward0>)
avg_reward 0.10737246519959792 loss tensor(0.0897, grad_fn=<MeanBackward0>)
avg_reward -0.15554515594291302 loss tensor(0.0624, grad_fn=<MeanBackward0>)
avg_reward 0.008635725656010191 loss tensor(0.0709, grad_fn=<MeanBackward0>)
avg_reward -0.17667708263030016 loss tensor(0.0657, grad_fn=<MeanBackward0>)
avg_reward 0.05966773921480764 loss tensor(0.0945, grad_fn=<MeanBackward0>)
avg_reward -0.08104697282967825 loss tensor(0.0844, grad_fn=<MeanBackward0>)
avg_reward -0.09279802769832622 loss tensor(0.1033, grad_fn=<MeanBackward0>)
avg_reward 0.144412588564912 loss tensor(0.0689, grad_fn=<MeanBackward0>)
avg_reward 0.194462506866832 loss tensor(0.0808, grad_fn=<MeanBackward0>)
avg_reward -0.037348394851621204 loss tensor(0.0680, grad_fn=<MeanBackward0>)
avg_reward -0.07785357981466104 loss tensor(0.0658, grad_fn=<MeanBackward0>)
avg_reward -0.0004000662086357787 loss tensor(0.0721, grad_fn=<MeanBackward0>)
avg_reward 0.13475929176776147 loss tensor(0.0800, grad_fn=<MeanBackward0>)
avg_reward 0.2287488827143453 loss tensor(0.0899, grad_fn=<MeanBackward0>)
avg_reward 0.06595108838558526 loss tensor(0.0999, grad_fn=<MeanBackward0>)
avg_reward -0.16318984818153495 loss tensor(0.0575, grad_fn=<MeanBackward0>)
avg_reward -0.16507231366321715 loss tensor(0.0679, grad_fn=<MeanBackward0>)
